location,year_month,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated,people_fully_vaccinated,total_vaccinations
Spain,2022-01,4115500.0,6502.0,10215638.0,97777.0,40918884.0,38295449.0,90272896.0
Spain,2022-02,905567.0,4711.0,11121205.0,102488.0,41073324.0,39039472.0,92633158.0
Spain,2022-03,463979.0,1656.0,11585184.0,104144.0,41153657.0,40240841.0,94004482.0
Spain,2022-04,315791.0,1453.0,11900975.0,105597.0,41200263.0,40414329.0,94404832.0
Spain,2022-05,541883.0,2449.0,12442858.0,108046.0,41231916.0,40496678.0,94734966.0
Spain,2022-06,382408.0,1891.0,12825266.0,109937.0,41259173.0,40562786.0,95153556.0
Spain,2022-07,520841.0,4346.0,13346107.0,114283.0,41277964.0,40606091.0,95491074.0
Spain,2022-08,90293.0,1739.0,13436400.0,116022.0,41292888.0,40633204.0,95676798.0
Spain,2022-09,60794.0,695.0,13497194.0,116717.0,41307428.0,40652734.0,95783126.0
Spain,2022-10,104086.0,768.0,13601280.0,117485.0,41314306.0,40662089.0,98948747.0
Spain,2022-11,80756.0,627.0,13682036.0,118112.0,41324255.0,40677172.0,102574756.0
Spain,2022-12,72926.0,831.0,13754962.0,118943.0,41333243.0,40719958.0,104186558.0
Spain,2023-01,52713.0,923.0,13807675.0,119866.0,41338847.0,40726228.0,105094800.0
Spain,2023-02,24279.0,395.0,13831954.0,120261.0,41343396.0,40730568.0,105522606.0
Spain,2023-03,29850.0,397.0,13861804.0,120658.0,41347499.0,40735254.0,105733320.0
Spain,2023-04,46907.0,490.0,13908711.0,121148.0,41349325.0,40737245.0,105799888.0
Spain,2023-05,44150.0,399.0,13952861.0,121547.0,41351234.0,40739123.0,105840320.0
Spain,2023-06,25715.0,294.0,13978576.0,121841.0,,,
Spain,2023-07,1764.0,11.0,13980340.0,121852.0,,,
Spain,2023-08,0.0,0.0,13980340.0,121852.0,,,
Spain,2023-09,0.0,0.0,13980340.0,121852.0,,,
Spain,2023-10,0.0,0.0,13980340.0,121852.0,,,
Spain,2023-11,0.0,0.0,13980340.0,121852.0,,,
Spain,2023-12,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-01,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-02,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-03,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-04,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-05,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-06,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-07,0.0,0.0,13980340.0,121852.0,,,
Spain,2024-08,0.0,0.0,13980340.0,121852.0,,,
Turkey,2020-01,0.0,0.0,0.0,0.0,,,
Turkey,2020-02,0.0,0.0,0.0,0.0,,,
Turkey,2020-03,7402.0,108.0,7402.0,108.0,,,
Turkey,2020-04,100371.0,2598.0,107773.0,2706.0,,,
Turkey,2020-05,55330.0,1809.0,163103.0,4515.0,,,
Turkey,2020-06,32780.0,567.0,195883.0,5082.0,,,
Turkey,2020-07,29290.0,514.0,225173.0,5596.0,,,
Turkey,2020-08,263981.0,688.0,489154.0,6284.0,,,
Turkey,2020-09,234342.0,1645.0,723496.0,7929.0,,,
Turkey,2020-10,235258.0,1798.0,958754.0,9727.0,,,
Turkey,2020-11,412394.0,3646.0,1371148.0,13373.0,,,
Turkey,2020-12,762225.0,6251.0,2133373.0,19624.0,,,
Turkey,2021-01,337528.0,6241.0,2470901.0,25865.0,,,1986237.0
Turkey,2021-02,222263.0,2638.0,2693164.0,28503.0,6869923.0,1677952.0,8547875.0
Turkey,2021-03,485951.0,2420.0,3179115.0,30923.0,8994454.0,6840333.0,15834787.0
Turkey,2021-04,1412301.0,7088.0,4591416.0,38011.0,13712254.0,9104637.0,22816891.0
Turkey,2021-05,644562.0,9260.0,5235978.0,47271.0,16628831.0,12542712.0,29171543.0
Turkey,2021-06,168166.0,2253.0,5404144.0,49524.0,35091645.0,15217656.0,50608142.0
Turkey,2021-07,183234.0,1342.0,5587378.0,50866.0,41012715.0,27355633.0,73272667.0
Turkey,2021-08,742171.0,4892.0,6329549.0,55758.0,48271065.0,37089601.0,94167554.0
Turkey,2021-09,684090.0,7032.0,7013639.0,62790.0,53840659.0,44498344.0,109495613.0
Turkey,2021-10,995401.0,7462.0,8009040.0,70252.0,55392343.0,48655853.0,116280951.0
Turkey,2021-11,715360.0,5834.0,8724400.0,76086.0,56261687.0,50458355.0,120390651.0
Turkey,2021-12,562586.0,5217.0,9286986.0,81303.0,56914268.0,51604894.0,131646005.0
Turkey,2022-01,2151490.0,5613.0,11438476.0,86916.0,57422636.0,52399906.0,141981790.0
Turkey,2022-02,2536913.0,6934.0,13975389.0,93850.0,57682903.0,52809698.0,145631632.0
Turkey,2022-03,814094.0,3861.0,14789483.0,97711.0,57781315.0,52977660.0,146995383.0
Turkey,2022-04,226787.0,994.0,15016270.0,98705.0,57818874.0,53034655.0,147498664.0
Turkey,2022-05,53730.0,281.0,15070000.0,98986.0,57843685.0,53067556.0,147734958.0
Turkey,2022-06,52466.0,69.0,15122466.0,99055.0,57858728.0,53088281.0,147828801.0
Turkey,2022-07,1172485.0,648.0,16294951.0,99703.0,57885216.0,53115583.0,150530369.0
Turkey,2022-08,501935.0,1156.0,16796886.0,100859.0,57914125.0,53145838.0,152010807.0
Turkey,2022-09,98772.0,341.0,16895658.0,101200.0,57928376.0,53162154.0,152315295.0
Turkey,2022-10,80212.0,154.0,16975870.0,101354.0,57936443.0,53171374.0,152469836.0
Turkey,2022-11,28807.0,65.0,17004677.0,101419.0,57941051.0,53176961.0,152543341.0
Turkey,2022-12,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-01,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-02,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-03,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-04,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-05,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-06,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-07,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-08,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-09,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-10,0.0,0.0,17004677.0,101419.0,,,
Turkey,2023-11,6.0,0.0,17004683.0,101419.0,,,
Turkey,2023-12,7.0,0.0,17004690.0,101419.0,,,
Turkey,2024-01,12.0,0.0,17004702.0,101419.0,,,
Turkey,2024-02,8.0,0.0,17004710.0,101419.0,,,
Turkey,2024-03,4.0,0.0,17004714.0,101419.0,,,
Turkey,2024-04,0.0,0.0,17004714.0,101419.0,,,
Turkey,2024-05,3.0,0.0,17004717.0,101419.0,,,
Turkey,2024-06,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-07,1.0,0.0,17004718.0,101419.0,,,
Turkey,2024-08,0.0,0.0,17004718.0,101419.0,,,
United Kingdom,2020-01,0.0,0.0,0.0,0.0,,,
United Kingdom,2020-02,35.0,2.0,35.0,2.0,,,
United Kingdom,2020-03,23746.0,2487.0,23781.0,2489.0,0.0,0.0,0.0
United Kingdom,2020-04,125923.0,31371.0,149704.0,33860.0,0.0,0.0,0.0
United Kingdom,2020-05,104516.0,18143.0,254220.0,52003.0,0.0,0.0,0.0
United Kingdom,2020-06,28098.0,3831.0,282318.0,55834.0,0.0,0.0,0.0
United Kingdom,2020-07,17867.0,1268.0,300185.0,57102.0,0.0,0.0,0.0
United Kingdom,2020-08,36321.0,684.0,336506.0,57786.0,0.0,0.0,0.0
United Kingdom,2020-09,108400.0,658.0,444906.0,58444.0,0.0,0.0,0.0
United Kingdom,2020-10,456263.0,3365.0,901169.0,61809.0,0.0,0.0,0.0
United Kingdom,2020-11,738805.0,14319.0,1639974.0,76128.0,0.0,0.0,0.0
United Kingdom,2020-12,704459.0,14347.0,2344433.0,90475.0,0.0,0.0,0.0
United Kingdom,2021-01,1536291.0,38945.0,3880724.0,129420.0,9296367.0,494209.0,9790576.0
United Kingdom,2021-02,366566.0,18223.0,4247290.0,147643.0,20275451.0,815816.0,21091267.0
United Kingdom,2021-03,157973.0,4568.0,4405263.0,152211.0,31147444.0,4513458.0,35660902.0
United Kingdom,2021-04,81511.0,1265.0,4486774.0,153476.0,34362205.0,14957313.0,49319518.0
United Kingdom,2021-05,84316.0,544.0,4571090.0,154020.0,39477158.0,25734719.0,65211877.0
United Kingdom,2021-06,258295.0,404.0,4829385.0,154424.0,44860978.0,33048199.0,77909177.0
United Kingdom,2021-07,981431.0,1264.0,5810816.0,155688.0,46816382.0,38322171.0,85138553.0
United Kingdom,2021-08,1062571.0,3464.0,6873387.0,159152.0,48087908.0,42909987.0,90997895.0
United Kingdom,2021-09,949736.0,4130.0,7823123.0,163282.0,48863490.0,44901832.0,94633524.0
United Kingdom,2021-10,1409681.0,4949.0,9232804.0,168231.0,49987325.0,45712351.0,103814905.0
United Kingdom,2021-11,1113975.0,4316.0,10346779.0,172547.0,50994257.0,46399306.0,116001687.0
United Kingdom,2021-12,2228000.0,3612.0,12574779.0,176159.0,51786768.0,47434251.0,133312817.0
United Kingdom,2022-01,4779759.0,7125.0,17354538.0,183284.0,52360487.0,48440773.0,138143343.0
United Kingdom,2022-02,1576423.0,4153.0,18930961.0,187437.0,52634448.0,49014524.0,139884311.0
United Kingdom,2022-03,1902349.0,3701.0,20833310.0,191138.0,52803478.0,49440582.0,142226665.0
United Kingdom,2022-04,1134325.0,5175.0,21967635.0,196313.0,53230188.0,49756334.0,146177909.0
United Kingdom,2022-05,322605.0,2995.0,22290240.0,199308.0,53486907.0,50003659.0,148549749.0
United Kingdom,2022-06,345518.0,1203.0,22635758.0,200511.0,53614409.0,50189173.0,149760288.0
United Kingdom,2022-07,707226.0,3984.0,23342984.0,204495.0,53723887.0,50526813.0,150693815.0
United Kingdom,2022-08,167416.0,2240.0,23510400.0,206735.0,53800393.0,50727968.0,151206358.0
United Kingdom,2022-09,132675.0,1332.0,23643075.0,208067.0,53813491.0,50762968.0,151271281.0
United Kingdom,2022-10,272291.0,3288.0,23915366.0,211355.0,49345835.0,46623836.0,152409417.0
United Kingdom,2022-11,96870.0,1881.0,24012236.0,213236.0,47950767.0,46686098.0,156459106.0
United Kingdom,2022-12,146801.0,2109.0,24159037.0,215345.0,47972298.0,46717802.0,157349789.0
United Kingdom,2023-01,125204.0,3947.0,24284241.0,219292.0,49420834.0,46753007.0,157716331.0
United Kingdom,2023-02,100214.0,1982.0,24384455.0,221274.0,49432228.0,46777222.0,157881171.0
United Kingdom,2023-03,121646.0,2699.0,24506101.0,223973.0,49439219.0,46788138.0,157907863.0
United Kingdom,2023-04,81298.0,2772.0,24587399.0,226745.0,46847428.0,44311760.0,151064982.0
United Kingdom,2023-05,34333.0,1187.0,24621732.0,227932.0,46847767.0,44312008.0,153286598.0
United Kingdom,2023-06,16580.0,672.0,24638312.0,228604.0,46847770.0,44312049.0,153994049.0
United Kingdom,2023-07,16058.0,392.0,24654370.0,228996.0,46847778.0,44312065.0,153998590.0
United Kingdom,2023-08,31624.0,678.0,24685994.0,229674.0,0.0,0.0,0.0
United Kingdom,2023-09,50239.0,1053.0,24736233.0,230727.0,0.0,0.0,0.0
United Kingdom,2023-10,64361.0,1385.0,24800594.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-11,21417.0,0.0,24822011.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-12,43248.0,0.0,24865259.0,232112.0,0.0,0.0,0.0
United Kingdom,2024-01,28733.0,0.0,24893992.0,232112.0,,,
United Kingdom,2024-02,14075.0,0.0,24908067.0,232112.0,,,
United Kingdom,2024-03,7848.0,0.0,24915915.0,232112.0,,,
United Kingdom,2024-04,6732.0,0.0,24922647.0,232112.0,,,
United Kingdom,2024-05,10675.0,0.0,24933322.0,232112.0,,,
United Kingdom,2024-06,18817.0,0.0,24952139.0,232112.0,,,
United Kingdom,2024-07,19090.0,0.0,24971229.0,232112.0,,,
United Kingdom,2024-08,3400.0,0.0,24974629.0,232112.0,,,
United States,2020-01,7.0,0.0,7.0,0.0,,,
United States,2020-02,33.0,0.0,40.0,0.0,,,
United States,2020-03,126269.0,2106.0,126309.0,2106.0,,,
United States,2020-04,796638.0,51328.0,922947.0,53434.0,,,
United States,2020-05,862475.0,51891.0,1785422.0,105325.0,,,
United States,2020-06,739955.0,21893.0,2525377.0,127218.0,,,
United States,2020-07,1668539.0,24372.0,4193916.0,151590.0,,,
United States,2020-08,1780555.0,36369.0,5974471.0,187959.0,,,
United States,2020-09,1126625.0,20634.0,7101096.0,208593.0,,,
United States,2020-10,1469669.0,19826.0,8570765.0,228419.0,,,
United States,2020-11,4692217.0,44787.0,13262982.0,273206.0,,,
United States,2020-12,5627464.0,69714.0,18890446.0,342920.0,5570284.0,47241.0,5716312.0
United States,2021-01,6972587.0,109203.0,25863033.0,452123.0,29904700.0,7439022.0,38066296.0
United States,2021-02,2467058.0,67730.0,28330091.0,519853.0,56236747.0,30163870.0,88232689.0
United States,2021-03,1602108.0,31380.0,29932199.0,551233.0,108836606.0,64852669.0,172494725.0
United States,2021-04,1779222.0,19851.0,31711421.0,571084.0,153123692.0,115074274.0,263209607.0
United States,2021-05,1193501.0,20075.0,32904922.0,591159.0,173638666.0,147117126.0,313997712.0
United States,2021-06,366941.0,9162.0,33271863.0,600321.0,183541437.0,163820348.0,339517243.0
United States,2021-07,965153.0,7241.0,34237016.0,607562.0,193250303.0,171307489.0,356038132.0
United States,2021-08,4291462.0,31255.0,38528478.0,638817.0,206865219.0,181157998.0,380429513.0
United States,2021-09,4056569.0,50768.0,42585047.0,689585.0,215414801.0,191115499.0,403204153.0
United States,2021-10,3054638.0,55144.0,45639685.0,744729.0,222040977.0,197453679.0,432682634.0
United States,2021-11,2336661.0,30902.0,47976346.0,775631.0,233810596.0,202533633.0,475161508.0
United States,2021-12,3902514.0,36956.0,51878860.0,812587.0,244104717.0,210360591.0,521797692.0
United States,2022-01,21878018.0,69953.0,73756878.0,882540.0,251400429.0,215215443.0,550509505.0
United States,2022-02,4577250.0,64622.0,78334128.0,947162.0,254178133.0,218330536.0,561731241.0
United States,2022-03,969050.0,26520.0,79303178.0,973682.0,255767644.0,219898973.0,568312182.0
United States,2022-04,944316.0,13205.0,80247494.0,986887.0,257354554.0,221433810.0,581969320.0
United States,2022-05,2924377.0,11559.0,83171871.0,998446.0,258666941.0,222623670.0,592549109.0
United States,2022-06,2798564.0,8966.0,85970435.0,1007412.0,260045532.0,223512235.0,600209859.0
United States,2022-07,4262448.0,14181.0,90232883.0,1021593.0,261697671.0,224439379.0,607987438.0
United States,2022-08,2744923.0,13155.0,92977806.0,1034748.0,262965429.0,225287976.0,613288488.0
United States,2022-09,1805498.0,11319.0,94783304.0,1046067.0,264446649.0,226506045.0,626922109.0
United States,2022-10,1391988.0,13852.0,96175292.0,1059919.0,266240868.0,227924209.0,646384492.0
United States,2022-11,1125356.0,9574.0,97300648.0,1069493.0,267569384.0,228900198.0,658889454.0
United States,2022-12,1718845.0,10483.0,99019493.0,1079976.0,268541239.0,229580638.0,666952241.0
United States,2023-01,1914901.0,17058.0,100934394.0,1097034.0,269179403.0,230004242.0,671113219.0
United States,2023-02,1085170.0,12111.0,102019564.0,1109145.0,269539415.0,230241646.0,673038761.0
United States,2023-03,678002.0,7909.0,102697566.0,1117054.0,269884517.0,230457960.0,674674587.0
United States,2023-04,568838.0,7009.0,103266404.0,1124063.0,270148532.0,230601588.0,676107562.0
United States,2023-05,170425.0,4591.0,103436829.0,1128654.0,270227181.0,230637348.0,676728782.0
United States,2023-06,0.0,2527.0,103436829.0,1131181.0,,,
United States,2023-07,0.0,2640.0,103436829.0,1133821.0,,,
United States,2023-08,0.0,3419.0,103436829.0,1137240.0,,,
United States,2023-09,0.0,5334.0,103436829.0,1142574.0,,,
United States,2023-10,0.0,6860.0,103436829.0,1149434.0,,,
United States,2023-11,0.0,5497.0,103436829.0,1154931.0,,,
United States,2023-12,0.0,9545.0,103436829.0,1164476.0,,,
United States,2024-01,0.0,9582.0,103436829.0,1174058.0,,,
United States,2024-02,0.0,6068.0,103436829.0,1180126.0,,,
United States,2024-03,0.0,4983.0,103436829.0,1185109.0,,,
United States,2024-04,0.0,2112.0,103436829.0,1187221.0,,,
United States,2024-05,0.0,1426.0,103436829.0,1188647.0,,,
United States,2024-06,0.0,1794.0,103436829.0,1190441.0,,,
United States,2024-07,0.0,2105.0,103436829.0,1192546.0,,,
United States,2024-08,0.0,619.0,103436829.0,1193165.0,,,
Vietnam,2020-01,2.0,0.0,2.0,0.0,,,
Vietnam,2020-02,14.0,0.0,16.0,0.0,,,
Vietnam,2020-03,158.0,0.0,174.0,0.0,,,
Vietnam,2020-04,96.0,0.0,270.0,0.0,,,
Vietnam,2020-05,58.0,0.0,328.0,0.0,,,
Vietnam,2020-06,27.0,0.0,355.0,0.0,,,
Vietnam,2020-07,63.0,0.0,418.0,0.0,,,
Vietnam,2020-08,622.0,32.0,1040.0,32.0,,,
Vietnam,2020-09,29.0,3.0,1069.0,35.0,,,
Vietnam,2020-10,91.0,0.0,1160.0,35.0,,,
Vietnam,2020-11,181.0,0.0,1341.0,35.0,,,
Vietnam,2020-12,99.0,0.0,1440.0,35.0,,,
Vietnam,2021-01,379.0,0.0,1819.0,35.0,,,
Vietnam,2021-02,629.0,0.0,2448.0,35.0,,,
Vietnam,2021-03,143.0,0.0,2591.0,35.0,49743.0,,49743.0
Vietnam,2021-04,255.0,0.0,2846.0,35.0,509855.0,9407.0,519262.0
Vietnam,2021-05,4322.0,12.0,7168.0,47.0,1071497.0,30602.0,1102099.0
Vietnam,2021-06,8572.0,33.0,15740.0,80.0,3583939.0,193041.0,3776980.0
Vietnam,2021-07,85433.0,290.0,101173.0,370.0,5583255.0,620611.0,6203866.0
Vietnam,2021-08,334092.0,10379.0,435265.0,10749.0,17483818.0,2726563.0,20210381.0
Vietnam,2021-09,321424.0,7835.0,756689.0,18584.0,33069709.0,9818448.0,42888157.0
Vietnam,2021-10,164433.0,3499.0,921122.0,22083.0,57332644.0,21045837.0,81929875.0
Vietnam,2021-11,289218.0,2799.0,1210340.0,24882.0,71143392.0,,122083464.0
Vietnam,2021-12,441333.0,6332.0,1651673.0,31214.0,77555511.0,68435813.0,150935915.0
Vietnam,2022-01,611380.0,6454.0,2263053.0,37668.0,79059864.0,71946807.0,181280001.0
Vietnam,2022-02,1057952.0,2476.0,3321005.0,40144.0,79373871.0,77052498.0,194970502.0
Vietnam,2022-03,5690468.0,2162.0,9011473.0,42306.0,80049781.0,77940414.0,206338189.0
Vietnam,2022-04,1552029.0,707.0,10563502.0,43013.0,81888081.0,78618038.0,214939202.0
Vietnam,2022-05,153749.0,65.0,10717251.0,43078.0,84473179.0,79244389.0,221395862.0
Vietnam,2022-06,26197.0,6.0,10743448.0,43084.0,86438964.0,79786295.0,232676319.0
Vietnam,2022-07,31231.0,9.0,10774679.0,43093.0,87717272.0,81040637.0,241480787.0
Vietnam,2022-08,626918.0,20.0,11401597.0,43113.0,89255868.0,82993225.0,253398589.0
Vietnam,2022-09,69743.0,33.0,11471340.0,43146.0,89975153.0,84234230.0,259794452.0
Vietnam,2022-10,30829.0,17.0,11502169.0,43163.0,90063216.0,84448184.0,261694006.0
Vietnam,2022-11,12005.0,7.0,11514174.0,43170.0,90156999.0,84690714.0,263040545.0
Vietnam,2022-12,10028.0,14.0,11524202.0,43184.0,,85705657.0,265336568.0
Vietnam,2023-01,2193.0,2.0,11526395.0,43186.0,,85848363.0,265668329.0
Vietnam,2023-02,496.0,0.0,11526891.0,43186.0,,,
Vietnam,2023-03,312.0,0.0,11527203.0,43186.0,90228395.0,85861691.0,265980213.0
Vietnam,2023-04,32659.0,5.0,11559862.0,43191.0,90245924.0,85908380.0,266128292.0
Vietnam,2023-05,49675.0,15.0,11609537.0,43206.0,90267647.0,85950998.0,266403148.0
Vietnam,2023-06,10510.0,0.0,11620047.0,43206.0,90497674.0,85961564.0,266492149.0
Vietnam,2023-07,1751.0,0.0,11621798.0,43206.0,,,
Vietnam,2023-08,885.0,0.0,11622683.0,43206.0,,,
Vietnam,2023-09,888.0,0.0,11623571.0,43206.0,,,
Vietnam,2023-10,429.0,0.0,11624000.0,43206.0,,,
Vietnam,2023-11,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2023-12,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-01,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-02,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-03,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-04,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-05,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-06,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-07,0.0,0.0,11624000.0,43206.0,,,
Vietnam,2024-08,0.0,0.0,11624000.0,43206.0,,,
