Country,Date,Risk_Score,Infection_Rate,Vaccination_Rate,Testing_Rate,Positivity_Rate
Australia,2023-04-10/2023-04-16,0.044633341757935,0.08926668351587,0.0,0,0.0
Australia,2023-04-17/2023-04-23,0.0494356946633997,0.0988713893267995,0.0,0,0.0
Australia,2023-04-24/2023-04-30,0.0485530911579296,0.0971061823158592,0.0,0,0.0
Australia,2023-05-01/2023-05-07,0.0489358276313297,0.0978716552626595,0.0,0,0.0
Australia,2023-05-08/2023-05-14,0.0525586263192035,0.105117252638407,0.0,0,0.0
Australia,2023-05-15/2023-05-21,0.0622276714510925,0.1244553429021851,0.0,0,0.0
Australia,2023-05-22/2023-05-28,0.0676585700305463,0.1353171400610926,0.0,0,0.0
Australia,2023-05-29/2023-06-04,0.064423456994608,0.128846913989216,0.0,0,0.0
Australia,2023-06-05/2023-06-11,0.0546471796611198,0.1092943593222397,0.0,0,0.0
Australia,2023-06-12/2023-06-18,0.037562615357103,0.075125230714206,0.0,0,0.0
Australia,2023-06-19/2023-06-25,0.0277516937738674,0.0555033875477348,0.0,0,0.0
Australia,2023-06-26/2023-07-02,0.022355439444161,0.0447108788883221,0.0,0,0.0
Australia,2023-07-03/2023-07-09,0.0173402718616764,0.0346805437233528,0.0,0,0.0
Australia,2023-07-10/2023-07-16,0.0129107570725411,0.0258215141450822,0.0,0,0.0
Australia,2023-07-17/2023-07-23,0.0107149715290256,0.0214299430580512,0.0,0,0.0
Australia,2023-07-24/2023-07-30,0.0091147371359301,0.0182294742718603,0.0,0,0.0
Australia,2023-07-31/2023-08-06,0.0089250186254085,0.0178500372508171,0.0,0,0.0
Australia,2023-08-07/2023-08-13,0.0084399991289445,0.0168799982578891,0.0,0,0.0
Australia,2023-08-14/2023-08-20,0.0085686777708635,0.0171373555417271,0.0,0,0.0
Australia,2023-08-21/2023-08-27,0.0085389826996515,0.017077965399303,0.0,0,0.0
Australia,2023-08-28/2023-09-03,0.0090586464458629,0.0181172928917258,0.0,0,0.0
Australia,2023-09-04/2023-09-10,0.0083030718561333,0.0166061437122666,0.0,0,0.0
